1022;zhalyuzi/plisse/krep-perla-56121;156;3;0;1
1023;zhalyuzi/plisse/krep-perla-58501;156;3;0;1
1024;zhalyuzi/plisse/krep-02251;156;3;0;1
1025;zhalyuzi/plisse/krep-16081;156;3;1;1
1026;zhalyuzi/plisse/krep-19081;156;3;1;1
1027;zhalyuzi/plisse/krep-24061;156;3;0;1
1028;zhalyuzi/plisse/krep-27461;156;3;0;1
1029;zhalyuzi/plisse/krep-28701;156;3;0;1
1030;zhalyuzi/plisse/krep-32041;156;3;0;1
1031;zhalyuzi/plisse/krep-32102;156;3;0;1
1032;zhalyuzi/plisse/krep-32103;156;3;0;1
1033;zhalyuzi/plisse/krep-34651;156;3;0;1
1034;zhalyuzi/plisse/krep-34991;156;3;0;1
1035;zhalyuzi/plisse/krep-40771;112;2;0;1
1036;zhalyuzi/plisse/krep-42101;112;2;0;1
1037;zhalyuzi/plisse/krep-42211;112;2;0;1
1038;zhalyuzi/plisse/krep-51731;112;2;0;1
1040;zhalyuzi/plisse/krep-56122;112;2;1;1
1041;zhalyuzi/plisse/krep-56123;112;2;0;1
2269;zhalyuzi/plisse/crush-dustblock-3672;112;2;0;1
2270;zhalyuzi/plisse/crush-dustblock-3681;112;2;0;1
2271;zhalyuzi/plisse/textura-3970;112;2;0;1
2272;zhalyuzi/plisse/zenit-4000;130;2;1;1
2273;zhalyuzi/plisse/zenit-4016;130;2;0;1
2274;zhalyuzi/plisse/zenit-4021;130;2;0;1
2275;zhalyuzi/plisse/zenit-4075;130;2;0;1
2276;zhalyuzi/plisse/textura-silk-topar-plus-4120;130;2;1;1
2277;zhalyuzi/plisse/textura-silk-topar-plus-4151;130;2;0;1
2278;zhalyuzi/plisse/textura-silk-topar-plus-4122;130;2;0;1
2280;zhalyuzi/plisse/textura-silk-topar-plus-4126;130;2;0;1
2281;zhalyuzi/plisse/textura-silk-topar-plus-4152;130;2;0;1
2282;zhalyuzi/plisse/textura-silk-topar-plus-4163;130;2;0;1
2283;zhalyuzi/plisse/textura-silk-topar-plus-4181;130;2;0;1
2284;zhalyuzi/plisse/strip-4215;130;2;1;1
2285;zhalyuzi/plisse/strip-4216;130;2;0;1
2286;zhalyuzi/plisse/strip-4217;130;2;0;1
2287;zhalyuzi/plisse/trevira-cs-4220;130;2;0;1
2288;zhalyuzi/plisse/trevira-cs-4221;130;2;1;1
2289;zhalyuzi/plisse/trevira-cs-4223;130;2;0;1
2290;zhalyuzi/plisse/crepe-metall-4510;156;3;0;1
2291;zhalyuzi/plisse/crepe-metall-4520;156;3;0;1
2292;zhalyuzi/plisse/crepe-metall-4530;156;3;0;1
2293;zhalyuzi/plisse/niagara-4523;112;2;1;1
2294;zhalyuzi/plisse/niagara-4548;112;2;0;1
2295;zhalyuzi/plisse/niagara-4593;112;2;0;1
2296;zhalyuzi/plisse/niagara-4543;112;2;0;1
2297;zhalyuzi/plisse/niagara-4511;112;2;0;1
2298;zhalyuzi/plisse/ligne-4800;112;2;0;1
2299;zhalyuzi/plisse/ligne-4802;112;2;0;1
2300;zhalyuzi/plisse/ligne-4804;112;2;0;1
2302;zhalyuzi/plisse/ligne-4806;112;2;0;1
2303;zhalyuzi/plisse/ligne-4809;112;2;0;1
2304;zhalyuzi/plisse/chintz-topar-plus-5800;99;1;1;1
2305;zhalyuzi/plisse/chintz-topar-plus-5822;99;1;0;1
2306;zhalyuzi/plisse/chintz-topar-plus-5820;99;1;0;1
2307;zhalyuzi/plisse/chintz-topar-plus-5886;99;1;0;1
2308;zhalyuzi/plisse/chintz-topar-plus-5887;99;1;0;1
2309;zhalyuzi/plisse/chintz-topar-plus-5885;99;1;0;1
2310;zhalyuzi/plisse/chintz-topar-plus-5872;99;1;0;1
2311;zhalyuzi/plisse/chintz-topar-plus-5810;99;1;0;1
2312;zhalyuzi/plisse/chintz-topar-plus-5874;99;1;0;1
2313;zhalyuzi/plisse/chintz-topar-plus-5846;99;1;0;1
2314;zhalyuzi/plisse/chintz-topar-plus-5849;99;1;0;1
2315;zhalyuzi/plisse/chintz-topar-plus-5890;99;1;0;1
2316;zhalyuzi/plisse/chintz-topar-plus-5877;99;1;0;1
2317;zhalyuzi/plisse/oscura-luna-6200;130;2;1;1
2318;zhalyuzi/plisse/oscura-luna-6203;130;2;0;1
2319;zhalyuzi/plisse/oscura-luna-6271;130;2;0;1
2320;zhalyuzi/plisse/oscura-luna-6297;130;2;0;1
2321;zhalyuzi/plisse/oscura-luna-6256;130;2;0;1
2322;zhalyuzi/plisse/oscura-luna-6240;130;2;0;1
2323;zhalyuzi/plisse/duette-fixe-elan-7200;156;3;1;1
2324;zhalyuzi/plisse/duette-fixe-elan-7211;156;3;0;1
2325;zhalyuzi/plisse/duette-fixe-elan-7220;156;3;0;1
2326;zhalyuzi/plisse/duette-fixe-elan-7225;156;3;0;1
2327;zhalyuzi/plisse/duette-fixe-elan-7230;156;3;0;1
2328;zhalyuzi/plisse/duette-fixe-elan-7235;156;3;0;1
